,역사_ID,역사명,호선,위도,경도,주소
482,1709,군포,경부선,126.948462,37.35356,경기도 군포시 당동
483,1708,금정,경부선,126.943429,37.372221,경기도 군포시 금정동
484,1707,명학,경부선,126.935433,37.384653,경기도 안양시 만안구 안양동
485,1706,안양,경부선,126.922874,37.401592,경기도 안양시 만안구 안양동
486,1705,관악,경부선,126.908706,37.419232,경기도 안양시 만안구 석수동
487,1704,석수,경부선,126.902295,37.435047,경기도 안양시 만안구 석수동
488,1703,금천구청,경부선,126.89398,37.455626,서울특별시 금천구 시흥동
489,1702,가산디지털단지,경부선,126.882581,37.481581,서울특별시 금천구 가산동
490,1701,구로,경부선,126.881966,37.503039,서울특별시 구로구 구로동
491,1511,여주,경강선,127.628816,37.282308,경기도 여주시 교동
492,1510,세종대왕릉,경강선,127.570938,37.295309,경기도 여주시 세종대왕면 신지리
493,1509,부발,경강선,127.490277,37.260192,경기도 이천시 부발읍 아미리
494,1508,이천,경강선,127.44226,37.265579,경기도 이천시 율현동
495,1507,신둔도예촌,경강선,127.40476,37.317185,경기도 이천시 신둔면 남정리
496,1506,곤지암,경강선,127.34674,37.351315,경기도 광주시 곤지암읍 곤지암리
497,1505,초월,경강선,127.299,37.374419,경기도 광주시 초월읍 쌍동리
498,1504,경기광주,경강선,127.25263,37.399907,경기도 광주시 역동
499,1503,삼동,경강선,127.20336,37.409522,경기도 광주시 삼동
500,1502,이매,경강선,127.127819,37.394655,경기도 성남시 분당구 이매동
501,1501,판교,경강선,127.111217,37.394761,경기도 성남시 분당구 백현동
502,1458,금정,과천선,126.943417,37.372209,경기도 군포시 금정동
503,1457,범계,과천선,126.950806,37.389793,경기도 안양시 동안구 호계동
504,1456,평촌,과천선,126.963883,37.394287,경기도 안양시 동안구 관양동
505,1455,인덕원,과천선,126.976715,37.401553,경기도 안양시 동안구 관양동
506,1454,정부과천청사,과천선,126.98978,37.426513,경기도 과천시 중앙동
507,1453,과천,과천선,126.996568,37.433021,경기도 과천시 별양동
508,1452,대공원,과천선,127.006523,37.435675,경기도 과천시 막계동
509,1451,경마공원,과천선,127.007888,37.443885,경기도 과천시 과천동
510,1450,선바위,과천선,127.002303,37.451673,경기도 과천시 과천동
511,1408,신창(순천향대),장항선,126.951108,36.769502,충청남도 아산시 신창면 행목리
512,1407,온양온천,장항선,127.003249,36.780483,충청남도 아산시 온천동
513,1405,배방,장항선,127.052991,36.777629,충청남도 아산시 배방읍 구령리
514,1404,탕정,장항선,127.08485,36.78866,충청남도 아산시 탕정면 매곡리
515,1403,아산,장항선,127.104361,36.792053,충청남도 아산시 배방읍 장재리
516,1402,쌍용(나사렛대),장항선,127.1214,36.793759,충청남도 천안시 서북구 쌍용동
517,1401,봉명,장항선,127.135763,36.801215,충청남도 천안시 동남구 봉명동
518,1329,춘천,경춘선,127.717023,37.885054,강원도 춘천시 근화동
519,1328,남춘천,경춘선,127.723792,37.864007,강원도 춘천시 퇴계동
520,1327,김유정,경춘선,127.71434,37.818466,강원도 춘천시 신동면 증리
521,1326,강촌,경춘선,127.634146,37.805723,강원도 춘천시 남산면 방곡리
522,1325,백양리,경춘선,127.58933,37.830779,강원도 춘천시 남산면 강촌리
523,1324,굴봉산,경춘선,127.557695,37.832067,강원도 춘천시 남산면 백양리
524,1323,가평,경춘선,127.510739,37.814536,경기도 가평군 가평읍 달전리
525,1322,상천,경춘선,127.454821,37.770246,경기도 가평군 청평면 상천리
526,1321,청평,경춘선,127.42661,37.735488,경기도 가평군 청평면 청평리
527,1320,대성리,경춘선,127.379319,37.684071,경기도 가평군 청평면 대성리
528,1319,마석,경춘선,127.311767,37.652782,경기도 남양주시 화도읍 마석우리
529,1318,천마산,경춘선,127.285379,37.658978,경기도 남양주시 화도읍 묵현리
530,1317,평내호평,경춘선,127.244493,37.653225,경기도 남양주시 평내동
531,1316,금곡,경춘선,127.207853,37.637382,경기도 남양주시 금곡동
532,1315,사릉,경춘선,127.176933,37.65108,경기도 남양주시 진건읍 사능리
533,1314,퇴계원,경춘선,127.143952,37.648311,경기도 남양주시 퇴계원읍 퇴계원리
534,1313,별내,경춘선,127.12684,37.64202,경기도 남양주시 별내동
535,1312,갈매,경춘선,127.114757,37.634118,경기도 구리시 갈매동
536,1311,신내,경춘선,127.103218,37.612887,서울특별시 중랑구 망우동
537,1294,디지털미디어시티,경의중앙선,126.900453,37.577475,서울특별시 은평구 수색동
538,1293,홍대입구,경의중앙선,126.926683,37.557641,서울특별시 마포구 동교동
539,1292,공덕,경의중앙선,126.952099,37.542596,서울특별시 마포구 도화동
540,1291,서울역,경의중앙선,126.97103,37.557231,서울특별시 중구 봉래동2가
541,1285,임진강,경의중앙선,126.746765,37.888421,경기도 파주시 문산읍 마정리
542,1284,문산,경의중앙선,126.788047,37.854619,경기도 파주시 문산읍 문산리
543,1283,파주,경의중앙선,126.792783,37.815298,경기도 파주시 파주읍 봉암리
544,1282,월롱,경의중앙선,126.792587,37.796188,경기도 파주시 월롱면 위전리
545,1280,금촌,경의중앙선,126.774644,37.766217,경기도 파주시 금촌동
546,1279,금릉,경의중앙선,126.765347,37.751322,경기도 파주시 금촌동
547,1278,운정,경의중앙선,126.767257,37.725826,경기도 파주시 야당동
548,1277,야당,경의중앙선,126.761356,37.712327,경기도 파주시 야당동
549,1276,탄현,경의중앙선,126.761086,37.694023,경기도 고양시 일산서구 덕이동
550,1275,일산,경의중앙선,126.769846,37.682077,경기도 고양시 일산서구 일산동
551,1274,풍산,경의중앙선,126.786243,37.672346,경기도 고양시 일산동구 풍동
552,1273,백마,경의중앙선,126.794461,37.658239,경기도 고양시 일산동구 백석동
553,1272,곡산,경의중앙선,126.801762,37.645676,경기도 고양시 일산동구 백석동
554,1271,능곡,경의중앙선,126.820783,37.618808,경기도 고양시 덕양구 토당동
555,1270,행신,경의중앙선,126.834146,37.612102,경기도 고양시 덕양구 강매동
556,1269,강매,경의중앙선,126.843223,37.612314,경기도 고양시 덕양구 행신동
557,1268,화전,경의중앙선,126.868387,37.602888,경기도 고양시 덕양구 화전동
558,1267,수색,경의중앙선,126.895611,37.580842,서울특별시 은평구 수색동
559,1266,디지털미디어시티,경의중앙선,126.900453,37.577475,서울특별시 은평구 수색동
560,1265,가좌,경의중앙선,126.915487,37.568491,서울특별시 서대문구 남가좌동
561,1264,홍대입구,경의중앙선,126.926683,37.557641,서울특별시 마포구 동교동
562,1263,서강대,경의중앙선,126.935711,37.551881,서울특별시 마포구 노고산동
563,1262,공덕,경의중앙선,126.952099,37.542596,서울특별시 마포구 도화동
564,1261,효창공원앞,경의중앙선,126.96221,37.538579,서울특별시 용산구 용문동
565,1252,신촌,경의중앙선,126.942597,37.559733,서울특별시 서대문구 신촌동
566,1251,서울역,경의중앙선,126.97103,37.557231,서울특별시 중구 봉래동2가
567,1220,지평,중앙선,127.629874,37.476393,경기도 양평군 지평면 지평리
568,1219,용문,중앙선,127.594647,37.48223,경기도 양평군 용문면 다문리
569,1218,원덕,중앙선,127.547076,37.468672,경기도 양평군 양평읍 원덕리
570,1217,양평,중앙선,127.491837,37.492773,경기도 양평군 양평읍 양근리
571,1216,오빈,중앙선,127.473868,37.506062,경기도 양평군 양평읍 오빈리
572,1215,아신,중앙선,127.443173,37.51382,경기도 양평군 옥천면 아신리
573,1214,국수,중앙선,127.399367,37.516169,경기도 양평군 양서면 국수리
574,1213,신원,중앙선,127.372921,37.525545,경기도 양평군 양서면 신원리
575,1212,양수,중앙선,127.329098,37.545981,경기도 양평군 양서면 용담리
576,1211,운길산,중앙선,127.310115,37.554669,경기도 남양주시 조안면 진중리
577,1210,팔당,중앙선,127.243939,37.547371,경기도 남양주시 와부읍 팔당리
578,1209,도심,중앙선,127.222672,37.579622,경기도 남양주시 와부읍 도곡리
579,1208,덕소,중앙선,127.208832,37.586781,경기도 남양주시 와부읍 덕소리
580,1207,양정,중앙선,127.19364,37.60533,경기도 남양주시 이패동
581,1206,도농,중앙선,127.161153,37.608806,경기도 남양주시 다산동
582,1205,구리,중앙선,127.143869,37.603392,경기도 구리시 인창동
583,1204,양원,중앙선,127.107906,37.606596,서울특별시 중랑구 망우동
584,1203,망우,중앙선,127.091909,37.59955,서울특별시 중랑구 상봉동
585,1202,상봉(시외버스터미널),중앙선,127.08504,37.596678,서울특별시 중랑구 상봉동
586,1201,중랑,중앙선,127.076116,37.594917,서울특별시 중랑구 중화동
587,1032,신길,경부선,126.917865,37.516862,서울특별시 영등포구 신길동
588,1031,복정,분당선,127.126658,37.470345,서울특별시 송파구 장지동
589,1030,수서,분당선,127.101422,37.487472,서울특별시 강남구 수서동
590,1028,대모산입구,분당선,127.07272,37.491373,서울특별시 강남구 개포동
591,1027,개포동,분당선,127.06614,37.489116,서울특별시 강남구 개포동
592,1026,구룡,분당선,127.058856,37.486839,서울특별시 강남구 개포동
593,1025,도곡,분당선,127.055186,37.491224,서울특별시 강남구 도곡동
594,1024,한티,분당선,127.052873,37.496237,서울특별시 강남구 도곡동
595,1023,선릉,분당선,127.048807,37.504856,서울특별시 강남구 역삼동
596,1022,창동,경원선,127.047806,37.653007,서울특별시 도봉구 창동
597,1021,녹천,경원선,127.051269,37.644799,서울특별시 도봉구 창동
598,1020,월계,경원선,127.058831,37.633212,서울특별시 노원구 월계동
599,1019,광운대,경원선,127.061835,37.623632,서울특별시 노원구 월계동
600,1018,석계,경원선,127.065934,37.614532,서울특별시 성북구 석관동
601,1017,신이문,경원선,127.067325,37.601854,서울특별시 동대문구 이문동
602,1016,외대앞,경원선,127.063549,37.596073,서울특별시 동대문구 이문동
603,1015,회기,중앙선,127.057583,37.58946,서울특별시 동대문구 휘경동
604,1014,청량리(서울시립대입구),경원선,127.0483,37.580759,서울특별시 동대문구 전농동
605,1013,왕십리(성동구청),경원선,127.038352,37.561827,서울특별시 성동구 행당동
606,1012,응봉,경원선,127.034538,37.549946,서울특별시 성동구 응봉동
607,1011,옥수,경원선,127.018672,37.540446,서울특별시 성동구 옥수동
608,1010,한남,경원선,127.009169,37.52943,서울특별시 용산구 한남동
609,1009,서빙고,경원선,126.988537,37.519594,서울특별시 용산구 서빙고동
610,1008,이촌(국립중앙박물관),경원선,126.973406,37.522427,서울특별시 용산구 용산동5가
611,1007,신도림,경부선,126.891144,37.508787,서울특별시 구로구 신도림동
612,1006,영등포,경부선,126.907628,37.515504,서울특별시 영등포구 영등포동
613,1005,대방,경부선,126.926382,37.513342,서울특별시 영등포구 신길동
614,1004,노량진,경부선,126.94271,37.514149,서울특별시 동작구 노량진동
615,1003,용산,경부선,126.964561,37.529849,서울특별시 용산구 한강로3가
616,1002,남영,경부선,126.9713,37.541021,서울특별시 용산구 갈월동
617,1001,서울역,경부선,126.971134,37.554337,서울특별시 용산구 동자동
618,434,남태령,4호선,126.989134,37.463873,서울특별시 서초구 방배동
619,433,사당,4호선,126.981651,37.476955,서울특별시 동작구 사당동
620,432,총신대입구(이수),4호선,126.981989,37.486263,서울특별시 동작구 사당동
621,431,동작(현충원),4호선,126.980347,37.502852,서울특별시 동작구 동작동
622,430,이촌(국립중앙박물관),4호선,126.974733,37.522295,서울특별시 용산구 용산동5가
623,429,신용산,4호선,126.967894,37.52917,서울특별시 용산구 한강로2가
624,428,삼각지,4호선,126.9726,37.534075,서울특별시 용산구 한강로1가
625,427,숙대입구(갈월),4호선,126.972106,37.54456,서울특별시 용산구 갈월동
626,426,서울역,4호선,126.972556,37.55281,서울특별시 용산구 동자동
627,425,회현(남대문시장),4호선,126.978246,37.558514,서울특별시 중구 남창동
628,424,명동,4호선,126.986325,37.560989,서울특별시 중구 충무로2가
629,423,충무로,4호선,126.99408,37.561207,서울특별시 중구 필동2가
630,422,동대문역사문화공원,4호선,127.007885,37.565133,서울특별시 중구 을지로7가
631,421,동대문,4호선,127.009287,37.57093,서울특별시 종로구 종로6가
632,420,혜화,4호선,127.001844,37.582336,서울특별시 종로구 동숭동
633,419,한성대입구(삼선교),4호선,127.006221,37.588458,서울특별시 성북구 삼선동1가
634,418,성신여대입구(돈암),4호선,127.016441,37.592612,서울특별시 성북구 동소문동5가
635,417,길음,4호선,127.025053,37.603407,서울특별시 성북구 길음동
636,416,미아사거리,4호선,127.030053,37.613292,서울특별시 강북구 미아동
637,415,미아(서울사이버대학),4호선,127.025983,37.62667,서울특별시 강북구 미아동
638,414,수유(강북구청),4호선,127.025732,37.638052,서울특별시 강북구 번동
639,413,쌍문,4호선,127.034709,37.648627,서울특별시 도봉구 창동
640,412,창동,4호선,127.047274,37.653088,서울특별시 도봉구 창동
641,411,노원,4호선,127.063276,37.65627,서울특별시 노원구 상계동
642,410,상계,4호선,127.073572,37.660878,서울특별시 노원구 상계동
643,409,당고개,4호선,127.079066,37.670272,서울특별시 노원구 상계동
644,342,오금,3호선,127.128319,37.502129,서울특별시 송파구 오금동
645,341,경찰병원,3호선,127.12454,37.495918,서울특별시 송파구 가락동
646,340,가락시장,3호선,127.117757,37.492245,서울특별시 송파구 가락동
647,339,수서,3호선,127.101907,37.487378,서울특별시 강남구 수서동
648,338,일원,3호선,127.08439,37.483681,서울특별시 강남구 일원동
649,337,대청,3호선,127.079532,37.493514,서울특별시 강남구 일원동
650,336,학여울,3호선,127.070594,37.496663,서울특별시 강남구 대치동
651,335,대치,3호선,127.063642,37.494612,서울특별시 강남구 대치동
652,334,도곡,3호선,127.055452,37.490922,서울특별시 강남구 대치동
653,333,매봉,3호선,127.046769,37.486947,서울특별시 강남구 도곡동
654,332,양재(서초구청),3호선,127.033902,37.484477,서울특별시 서초구 서초동
655,331,남부터미널(예술의전당),3호선,127.016189,37.485013,서울특별시 서초구 서초동
656,330,교대(법원.검찰청),3호선,127.013786,37.493025,서울특별시 서초구 서초동
657,329,고속터미널,3호선,127.004916,37.504891,서울특별시 서초구 반포동
658,328,잠원,3호선,127.01122,37.512759,서울특별시 서초구 잠원동
659,327,신사,3호선,127.020114,37.516334,서울특별시 강남구 논현동
660,326,압구정,3호선,127.028461,37.527072,서울특별시 강남구 신사동
661,325,옥수,3호선,127.017269,37.541684,서울특별시 성동구 옥수동
662,324,금호,3호선,127.015872,37.548034,서울특별시 성동구 금호동4가
663,323,약수,3호선,127.010541,37.554867,서울특별시 중구 신당동
664,322,동대입구,3호선,127.005602,37.559052,서울특별시 중구 장충동2가
665,321,충무로,3호선,126.994072,37.56143,서울특별시 중구 필동2가
666,320,을지로3가,3호선,126.992548,37.566672,서울특별시 중구 을지로3가
667,319,종로3가,3호선,126.991791,37.571605,서울특별시 종로구 묘동
668,318,안국,3호선,126.985443,37.576477,서울특별시 종로구 경운동
669,317,경복궁(정부서울청사),3호선,126.97353,37.575762,서울특별시 종로구 적선동
670,316,독립문,3호선,126.957748,37.574571,서울특별시 종로구 무악동
671,315,무악재,3호선,126.950291,37.582299,서울특별시 서대문구 홍제동
672,314,홍제,3호선,126.943736,37.589066,서울특별시 서대문구 홍제동
673,313,녹번,3호선,126.935756,37.600927,서울특별시 은평구 녹번동
674,312,불광,3호선,126.92982,37.610553,서울특별시 은평구 대조동
675,311,연신내,3호선,126.921038,37.619229,서울특별시 은평구 불광동
676,310,구파발,3호선,126.918821,37.636763,서울특별시 은평구 진관동
677,309,지축,3호선,126.913917,37.648033,경기도 고양시 덕양구 지축동
678,250,용두(동대문구청),2호선,127.038091,37.574028,서울특별시 동대문구 용두동
679,249,신정네거리,2호선,126.852912,37.520074,서울특별시 양천구 신정동
680,248,양천구청,2호선,126.865819,37.512398,서울특별시 양천구 신정동
681,247,도림천,2호선,126.882768,37.514287,서울특별시 구로구 신도림동
682,246,신설동,2호선,127.024932,37.574747,서울특별시 동대문구 신설동
683,245,신답,2호선,127.046481,37.57004,서울특별시 성동구 용답동
684,244,용답,2호선,127.050899,37.561904,서울특별시 성동구 사근동
685,243,충정로(경기대입구),2호선,126.964378,37.559704,서울특별시 서대문구 충정로3가
686,242,아현,2호선,126.956141,37.557345,서울특별시 마포구 아현동
687,241,이대,2호선,126.946013,37.556733,서울특별시 마포구 대흥동
688,240,신촌,2호선,126.936926,37.555131,서울특별시 서대문구 창천동
689,239,홍대입구,2호선,126.923708,37.55679,서울특별시 마포구 동교동
690,238,합정,2호선,126.913808,37.549457,서울특별시 마포구 합정동
691,237,당산,2호선,126.902767,37.534946,서울특별시 영등포구 당산동6가
692,236,영등포구청,2호선,126.89661,37.525706,서울특별시 영등포구 당산동3가
693,235,문래,2호선,126.89476,37.517933,서울특별시 영등포구 문래동3가
694,234,신도림,2호선,126.891084,37.508961,서울특별시 구로구 신도림동
695,233,대림(구로구청),2호선,126.894932,37.493243,서울특별시 구로구 구로동
696,232,구로디지털단지,2호선,126.901401,37.485266,서울특별시 구로구 구로동
697,231,신대방,2호선,126.913149,37.487462,서울특별시 관악구 신림동
698,230,신림,2호선,126.929715,37.484201,서울특별시 관악구 신림동
699,229,봉천,2호선,126.941892,37.482362,서울특별시 관악구 봉천동
700,228,서울대입구(관악구청),2호선,126.952739,37.481247,서울특별시 관악구 봉천동
701,227,낙성대,2호선,126.963693,37.47693,서울특별시 관악구 봉천동
702,226,사당,2호선,126.981544,37.476538,서울특별시 동작구 사당동
703,225,방배,2호선,126.997596,37.481426,서울특별시 서초구 방배동
704,224,서초,2호선,127.007917,37.491897,서울특별시 서초구 서초동
705,223,교대(법원.검찰청),2호선,127.014667,37.493961,서울특별시 서초구 서초동
706,222,강남,2호선,127.027912,37.49799,서울특별시 강남구 역삼동
707,221,역삼,2호선,127.036456,37.500622,서울특별시 강남구 역삼동
708,220,선릉,2호선,127.048203,37.504286,서울특별시 강남구 역삼동
709,219,삼성(무역센터),2호선,127.06316,37.508844,서울특별시 강남구 대치동
710,218,종합운동장,2호선,127.073704,37.511022,서울특별시 송파구 잠실동
711,217,잠실새내,2호선,127.086162,37.511687,서울특별시 송파구 잠실동
712,216,잠실(송파구청),2호선,127.100159,37.513262,서울특별시 송파구 신천동
713,215,잠실나루,2호선,127.10379,37.520733,서울특별시 송파구 신천동
714,214,강변(동서울터미널),2호선,127.094681,37.535095,서울특별시 광진구 구의동
715,213,구의(광진구청),2호선,127.085916,37.537077,서울특별시 광진구 자양동
716,212,건대입구,2호선,127.069191,37.540373,서울특별시 광진구 자양동
717,211,성수,2호선,127.055961,37.544581,서울특별시 성동구 성수동2가
718,210,뚝섬,2호선,127.047367,37.547184,서울특별시 성동구 성수동1가
719,209,한양대,2호선,127.043655,37.555273,서울특별시 성동구 행당동
720,208,왕십리(성동구청),2호선,127.036954,37.561238,서울특별시 성동구 행당동
721,207,상왕십리,2호선,127.029354,37.564354,서울특별시 성동구 하왕십리동
722,206,신당,2호선,127.019614,37.56564,서울특별시 중구 신당동
723,205,동대문역사문화공원,2호선,127.009054,37.565613,서울특별시 중구 을지로7가
724,204,을지로4가,2호선,126.997817,37.566595,서울특별시 중구 을지로4가
725,203,을지로3가,2호선,126.991696,37.566306,서울특별시 중구 을지로3가
726,202,을지로입구,2호선,126.982618,37.566014,서울특별시 중구 을지로1가
727,201,시청,2호선,126.975411,37.563588,서울특별시 중구 서소문동
728,159,동묘앞,1호선,127.01648,37.573197,서울특별시 종로구 숭인동
729,158,청량리(서울시립대입구),1호선,127.044585,37.579956,서울특별시 동대문구 전농동
730,157,제기동,1호선,127.034893,37.578103,서울특별시 동대문구 용두동
731,156,신설동,1호선,127.024634,37.576048,서울특별시 동대문구 신설동
732,155,동대문,1호선,127.01093,37.571687,서울특별시 종로구 창신동
733,154,종로5가,1호선,127.001849,37.570926,서울특별시 종로구 종로5가
734,153,종로3가,1호선,126.991847,37.570406,서울특별시 종로구 종로3가
735,152,종각,1호선,126.982923,37.570161,서울특별시 종로구 종로1가
736,151,시청,1호선,126.977088,37.565715,서울특별시 중구 정동
737,150,서울역,1호선,126.972135,37.556228,서울특별시 중구 봉래동2가
